Threshold,Metric,NPVR,n,formula,df,statistic,df2,p_value,uncertainty
0.05,degree,0.117434789749695,75,cohens_d,,,,,0.0271204029896854
0.05,degree,0.117434789749695,100,cohens_d,,,,,0.023486957949939002
0.05,degree,0.117434789749695,300,cohens_d,,,,,0.0135602014948427
0.05,degree,0.117434789749695,500,cohens_d,,,,,0.01050368691214854
0.05,degree,0.117434789749695,1000,cohens_d,,,,,0.007427228243040621
0.1,degree,0.0750776576472831,30,cohens_d,,,,,0.02741448443871146
0.1,degree,0.0750776576472831,50,cohens_d,,,,,0.021235168335198375
0.1,degree,0.0750776576472831,75,cohens_d,,,,,0.01733844234111418
0.1,degree,0.0750776576472831,100,cohens_d,,,,,0.01501553152945662
0.1,degree,0.0750776576472831,300,cohens_d,,,,,0.00866922117055709
0.1,degree,0.0750776576472831,500,cohens_d,,,,,0.006715149843631277
0.1,degree,0.0750776576472831,1000,cohens_d,,,,,0.00474832799111546
0.2,degree,0.0558141861322291,30,cohens_d,,,,,0.02038045918227593
0.2,degree,0.0558141861322291,50,cohens_d,,,,,0.015786635800202942
0.2,degree,0.0558141861322291,75,cohens_d,,,,,0.012889734155216936
0.2,degree,0.0558141861322291,100,cohens_d,,,,,0.01116283722644582
0.2,degree,0.0558141861322291,300,cohens_d,,,,,0.006444867077608468
0.2,degree,0.0558141861322291,500,cohens_d,,,,,0.0049921725720196135
0.2,degree,0.0558141861322291,1000,cohens_d,,,,,0.0035299990785285563
0.3,degree,0.0468999289895655,30,cohens_d,,,,,0.01712543270198366
0.3,degree,0.0468999289895655,50,cohens_d,,,,,0.013265303130275723
0.3,degree,0.0468999289895655,75,cohens_d,,,,,0.010831074650839987
0.3,degree,0.0468999289895655,100,cohens_d,,,,,0.0093799857979131
0.3,degree,0.0468999289895655,300,cohens_d,,,,,0.005415537325419994
0.3,degree,0.0468999289895655,500,cohens_d,,,,,0.0041948571744232594
0.3,degree,0.0468999289895655,1000,cohens_d,,,,,0.0029662119541437265
0.4,degree,0.0452103422696232,30,cohens_d,,,,,0.016508482862401287
0.4,degree,0.0452103422696232,50,cohens_d,,,,,0.012787415839446148
0.4,degree,0.0452103422696232,75,cohens_d,,,,,0.010440881311808826
0.4,degree,0.0452103422696232,100,cohens_d,,,,,0.00904206845392464
0.4,degree,0.0452103422696232,300,cohens_d,,,,,0.005220440655904413
0.4,degree,0.0452103422696232,500,cohens_d,,,,,0.004043735944036384
0.4,degree,0.0452103422696232,1000,cohens_d,,,,,0.002859353107355912
0.5,degree,0.0439356043225321,30,cohens_d,,,,,0.016043014376714876
0.5,degree,0.0439356043225321,50,cohens_d,,,,,0.012426865500796575
0.5,degree,0.0439356043225321,75,cohens_d,,,,,0.010146493193049116
0.5,degree,0.0439356043225321,100,cohens_d,,,,,0.00878712086450642
0.5,degree,0.0439356043225321,300,cohens_d,,,,,0.005073246596524558
0.5,degree,0.0439356043225321,500,cohens_d,,,,,0.003929719915908615
0.5,degree,0.0439356043225321,1000,cohens_d,,,,,0.002778731600702811
0.05,eigenvec,0.168795738912578,30,cohens_d,,,,,0.061635489208780994
0.05,eigenvec,0.168795738912578,50,cohens_d,,,,,0.047742644648191154
0.05,eigenvec,0.168795738912578,75,cohens_d,,,,,0.03898170611969547
0.05,eigenvec,0.168795738912578,100,cohens_d,,,,,0.0337591477825156
0.05,eigenvec,0.168795738912578,300,cohens_d,,,,,0.019490853059847733
0.05,eigenvec,0.168795738912578,500,cohens_d,,,,,0.015097549860833233
0.05,eigenvec,0.168795738912578,1000,cohens_d,,,,,0.010675579885897195
0.1,eigenvec,0.1098462185691532,30,cohens_d,,,,,0.04011016784464537
0.1,eigenvec,0.1098462185691532,50,cohens_d,,,,,0.031069202415179156
0.1,eigenvec,0.1098462185691532,75,cohens_d,,,,,0.025367897544145226
0.1,eigenvec,0.1098462185691532,100,cohens_d,,,,,0.021969243713830643
0.1,eigenvec,0.1098462185691532,300,cohens_d,,,,,0.012683948772072613
0.1,eigenvec,0.1098462185691532,500,cohens_d,,,,,0.00982494447167705
0.1,eigenvec,0.1098462185691532,1000,cohens_d,,,,,0.006947284860704123
0.2,eigenvec,0.0830872345398325,30,cohens_d,,,,,0.030339168398792415
0.2,eigenvec,0.0830872345398325,50,cohens_d,,,,,0.023500618789261074
0.2,eigenvec,0.0830872345398325,75,cohens_d,,,,,0.019188174891117543
0.2,eigenvec,0.0830872345398325,100,cohens_d,,,,,0.016617446907966498
0.2,eigenvec,0.0830872345398325,300,cohens_d,,,,,0.009594087445558772
0.2,eigenvec,0.0830872345398325,500,cohens_d,,,,,0.007431548179741357
0.2,eigenvec,0.0830872345398325,1000,cohens_d,,,,,0.005254898112609657
0.3,eigenvec,0.0742226531441458,30,cohens_d,,,,,0.027102280936620263
0.3,eigenvec,0.0742226531441458,50,cohens_d,,,,,0.020993336542353008
0.3,eigenvec,0.0742226531441458,75,cohens_d,,,,,0.01714098750909632
0.3,eigenvec,0.0742226531441458,100,cohens_d,,,,,0.014844530628829162
0.3,eigenvec,0.0742226531441458,300,cohens_d,,,,,0.00857049375454816
0.3,eigenvec,0.0742226531441458,500,cohens_d,,,,,0.006638675916027941
0.3,eigenvec,0.0742226531441458,1000,cohens_d,,,,,0.004694252758323172
0.4,eigenvec,0.0732660945651253,30,cohens_d,,,,,0.02675299512908385
0.4,eigenvec,0.0732660945651253,50,cohens_d,,,,,0.02072278091922198
0.4,eigenvec,0.0732660945651253,75,cohens_d,,,,,0.016920079767859066
0.4,eigenvec,0.0732660945651253,100,cohens_d,,,,,0.014653218913025061
0.4,eigenvec,0.0732660945651253,300,cohens_d,,,,,0.008460039883929533
0.4,eigenvec,0.0732660945651253,500,cohens_d,,,,,0.0065531187157419225
0.4,eigenvec,0.0732660945651253,1000,cohens_d,,,,,0.004633754681821593
0.5,eigenvec,0.0764850198454481,30,cohens_d,,,,,0.027928380453721476
0.5,eigenvec,0.0764850198454481,50,cohens_d,,,,,0.021633230476761606
0.5,eigenvec,0.0764850198454481,75,cohens_d,,,,,0.01766345871869733
0.5,eigenvec,0.0764850198454481,100,cohens_d,,,,,0.015297003969089621
0.5,eigenvec,0.0764850198454481,300,cohens_d,,,,,0.008831729359348665
0.5,eigenvec,0.0764850198454481,500,cohens_d,,,,,0.006841028145393697
0.5,eigenvec,0.0764850198454481,1000,cohens_d,,,,,0.004837337391895913
0.05,smallworldness,0.1769860805927448,30,cohens_d,,,,,0.06462617913671574
0.05,smallworldness,0.1769860805927448,50,cohens_d,,,,,0.05005922310510346
0.05,smallworldness,0.1769860805927448,75,cohens_d,,,,,0.0408731845092152
0.05,smallworldness,0.1769860805927448,100,cohens_d,,,,,0.03539721611854896
0.05,smallworldness,0.1769860805927448,300,cohens_d,,,,,0.0204365922546076
0.05,smallworldness,0.1769860805927448,500,cohens_d,,,,,0.015830116291065344
0.05,smallworldness,0.1769860805927448,1000,cohens_d,,,,,0.011193582576383943
0.1,smallworldness,0.1091701381745782,30,cohens_d,,,,,0.03986329818944822
0.1,smallworldness,0.1091701381745782,50,cohens_d,,,,,0.03087797800252665
0.1,smallworldness,0.1091701381745782,75,cohens_d,,,,,0.02521176346502454
0.1,smallworldness,0.1091701381745782,100,cohens_d,,,,,0.02183402763491564
0.1,smallworldness,0.1091701381745782,300,cohens_d,,,,,0.01260588173251227
0.1,smallworldness,0.1091701381745782,500,cohens_d,,,,,0.009764474002856066
0.1,smallworldness,0.1091701381745782,1000,cohens_d,,,,,0.006904525782139276
0.2,smallworldness,0.0392539019266324,30,cohens_d,,,,,0.014333498370208041
0.2,smallworldness,0.0392539019266324,50,cohens_d,,,,,0.01110268009614138
0.2,smallworldness,0.0392539019266324,75,cohens_d,,,,,0.009065300337633753
0.2,smallworldness,0.0392539019266324,100,cohens_d,,,,,0.007850780385326479
0.2,smallworldness,0.0392539019266324,300,cohens_d,,,,,0.004532650168816876
0.2,smallworldness,0.0392539019266324,500,cohens_d,,,,,0.0035109757236024
0.2,smallworldness,0.0392539019266324,1000,cohens_d,,,,,0.0024826347427406026
0.3,smallworldness,0.0305613197719839,30,cohens_d,,,,,0.011159416150829481
0.3,smallworldness,0.0305613197719839,50,cohens_d,,,,,0.008644046581112131
0.3,smallworldness,0.0305613197719839,75,cohens_d,,,,,0.007057834478858054
0.3,smallworldness,0.0305613197719839,100,cohens_d,,,,,0.00611226395439678
0.3,smallworldness,0.0305613197719839,300,cohens_d,,,,,0.003528917239429027
0.3,smallworldness,0.0305613197719839,500,cohens_d,,,,,0.002733487539690575
0.3,smallworldness,0.0305613197719839,1000,cohens_d,,,,,0.0019328675756041375
0.4,smallworldness,0.0354884841336918,30,cohens_d,,,,,0.012958562194458121
0.4,smallworldness,0.0354884841336918,50,cohens_d,,,,,0.010037659113985868
0.4,smallworldness,0.0354884841336918,75,cohens_d,,,,,0.008195714347087489
0.4,smallworldness,0.0354884841336918,100,cohens_d,,,,,0.007097696826738361
0.4,smallworldness,0.0354884841336918,300,cohens_d,,,,,0.004097857173543744
0.4,smallworldness,0.0354884841336918,500,cohens_d,,,,,0.0031741865176543043
0.4,smallworldness,0.0354884841336918,1000,cohens_d,,,,,0.002244488811384271
0.5,smallworldness,0.0397091509227995,30,cohens_d,,,,,0.014499731799862912
0.5,smallworldness,0.0397091509227995,50,cohens_d,,,,,0.011231443957068632
0.5,smallworldness,0.0397091509227995,75,cohens_d,,,,,0.009170435589827906
0.5,smallworldness,0.0397091509227995,100,cohens_d,,,,,0.0079418301845599
0.5,smallworldness,0.0397091509227995,300,cohens_d,,,,,0.004585217794913953
0.5,smallworldness,0.0397091509227995,500,cohens_d,,,,,0.0035516944316871277
0.5,smallworldness,0.0397091509227995,1000,cohens_d,,,,,0.0025114272173484688
0.05,avg_shortestPathLength,0.0351138182966801,30,two_sample_t,30.0,0.5,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,30,two_sample_t,30.0,1.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,30,two_sample_t,30.0,2.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,30,two_sample_t,30.0,3.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,30,two_sample_t,30.0,4.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,30,two_sample_t,30.0,5.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,30,two_sample_t,30.0,6.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,50,two_sample_t,50.0,0.5,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,50,two_sample_t,50.0,1.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,50,two_sample_t,50.0,2.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,50,two_sample_t,50.0,3.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,50,two_sample_t,50.0,4.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,50,two_sample_t,50.0,5.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,50,two_sample_t,50.0,6.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,75,two_sample_t,75.0,0.5,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,75,two_sample_t,75.0,1.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,75,two_sample_t,75.0,2.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,75,two_sample_t,75.0,3.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,75,two_sample_t,75.0,4.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,75,two_sample_t,75.0,5.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,75,two_sample_t,75.0,6.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,100,two_sample_t,100.0,0.5,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,100,two_sample_t,100.0,1.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,100,two_sample_t,100.0,2.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,100,two_sample_t,100.0,3.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,100,two_sample_t,100.0,4.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,100,two_sample_t,100.0,5.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,100,two_sample_t,100.0,6.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,300,two_sample_t,300.0,0.5,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,300,two_sample_t,300.0,1.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,300,two_sample_t,300.0,2.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,300,two_sample_t,300.0,3.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,300,two_sample_t,300.0,4.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,300,two_sample_t,300.0,5.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,300,two_sample_t,300.0,6.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,500,two_sample_t,500.0,0.5,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,500,two_sample_t,500.0,1.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,500,two_sample_t,500.0,2.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,500,two_sample_t,500.0,3.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,500,two_sample_t,500.0,4.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,500,two_sample_t,500.0,5.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,500,two_sample_t,500.0,6.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,1000,two_sample_t,1000.0,0.5,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,1000,two_sample_t,1000.0,1.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,1000,two_sample_t,1000.0,2.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,1000,two_sample_t,1000.0,3.0,,,0.0351138182966801
