Metric,statistic,n,Threshold,p_value,p_minus_alpha,NPVR,formula,df,df2,sigma_p,flip_probability,significance,possible_numerical_outcome,flip_direction,risk_type
betweeness,4.0,100,0.4,0.04821217873113365,-0.0017878212688663547,0.1697657738772356,ancova_p_value,,100.0,0.0186432166431886,0.4140093812119112,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.4,0.04821217873113365,-0.0017878212688663547,0.1697657738772356,two_sample_t_p_value,100.0,,0.0186432166431891,0.41400938121191055,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.3,0.04821217873113365,-0.0017878212688663547,0.1244059329453957,two_sample_t_p_value,100.0,,0.0136619219918631,0.4134165237020039,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.3,0.04821217873113365,-0.0017878212688663547,0.1244059329453957,ancova_p_value,,100.0,0.0136619219918628,0.4134165237020039,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.5,0.04821217873113365,-0.0017878212688663547,0.1872463464167704,ancova_p_value,,100.0,0.0205628856875343,0.41245858142670744,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.5,0.04821217873113365,-0.0017878212688663547,0.1872463464167704,two_sample_t_p_value,100.0,,0.0205628856875349,0.412458581426707,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.2,0.04821217873113365,-0.0017878212688663547,0.0962807955891718,two_sample_t_p_value,100.0,,0.0105732957224085,0.40663067541651843,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.2,0.04821217873113365,-0.0017878212688663547,0.0962807955891718,ancova_p_value,,100.0,0.0105732957224082,0.4066306754165183,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.1,0.04821217873113365,-0.0017878212688663547,0.0687082826684218,ancova_p_value,,100.0,0.0075453571689611,0.38841515284873296,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.1,0.04821217873113365,-0.0017878212688663547,0.0687082826684218,two_sample_t_p_value,100.0,,0.0075453571689613,0.3884151528487314,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.05,0.04821217873113365,-0.0017878212688663547,0.0632657872240871,two_sample_t_p_value,100.0,,0.0069476770869815,0.38220586919685573,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.05,0.04821217873113365,-0.0017878212688663547,0.0632657872240871,ancova_p_value,,100.0,0.0069476770869813,0.38220586919685373,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,300,0.5,0.0464015209831491,-0.0035984790168509043,0.1872463464167704,ancova_p_value,,300.0,0.0203360220778711,0.3778610451316995,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,300,0.5,0.0464015209831491,-0.0035984790168509043,0.1872463464167704,two_sample_t_p_value,300.0,,0.020336022077868,0.3778610451316976,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,300,0.4,0.0464015209831491,-0.0035984790168509043,0.1697657738772356,ancova_p_value,,300.0,0.0184375321158477,0.37608953007916357,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,300,0.4,0.0464015209831491,-0.0035984790168509043,0.1697657738772356,two_sample_t_p_value,300.0,,0.0184375321158448,0.3760895300791596,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,500,0.5,0.046040682769031456,-0.003959317230968547,0.1872463464167704,ancova_p_value,,500.0,0.0202895760884232,0.37107303261923685,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,500,0.5,0.046040682769031456,-0.003959317230968547,0.1872463464167704,two_sample_t_p_value,500.0,,0.0202895760884225,0.3710730326192362,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,500,0.4,0.046040682769031456,-0.003959317230968547,0.1697657738772356,ancova_p_value,,500.0,0.0183954221388414,0.36866343599435314,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,500,0.4,0.046040682769031456,-0.003959317230968547,0.1697657738772356,two_sample_t_p_value,500.0,,0.0183954221388407,0.36866343599435225,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,1000,0.5,0.04577034649325166,-0.0042296535067483446,0.1872463464167704,two_sample_t_p_value,1000.0,,0.0202545024572764,0.3660135870917989,significant,non-significant,significant -> non-significant,false-positive risk
